number_of_sentences,number_of_words,average_sentence_lenght,average_word_lenght,nltk_sentiment,subjectivity,number_of_future_verbs,number_of_premise_conclusion_markers,dictionary_percentage,number_of_discourse_markers
39.0,478.0,12.256410256410257,4.497907949790795,0.12295714285714286,0.48017290249433103,0.0,3.0,0.7364016736401674,26
34.0,675.0,19.852941176470587,4.952592592592593,0.26805,0.35032575757575757,2.0,2.0,0.8622222222222222,29
32.0,756.0,23.625,5.16005291005291,0.2789464285714286,0.4739962121212121,3.0,4.0,0.8716931216931217,45
103.0,1680.0,16.310679611650485,4.872023809523809,0.10923978494623655,0.36424587489804877,1.0,5.0,0.8130952380952381,68
96.0,2130.0,22.1875,5.297652582159625,-0.08819411764705881,0.40629614964980804,1.0,4.0,0.7755868544600939,77
14.0,101.0,7.214285714285714,4.188118811881188,0.15553,0.34500000000000003,0.0,1.0,0.7326732673267327,1
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
1.0,15.0,15.0,4.466666666666667,0.2481,0.75,0.0,0.0,0.2,1
49.0,783.0,15.979591836734693,5.056194125159642,-0.0350875,0.4622366522366521,0.0,3.0,0.8492975734355045,42
26.0,449.0,17.26923076923077,4.87305122494432,0.29354545454545455,0.24066133866133865,8.0,2.0,0.6302895322939867,20
16.0,170.0,10.625,4.635294117647059,-0.023199999999999995,0.376969696969697,0.0,2.0,0.6941176470588235,9
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
6.0,48.0,8.0,5.041666666666667,0.0129,0.525,0.0,2.0,0.6041666666666666,1
36.0,936.0,26.0,4.465811965811966,0.29523235294117645,0.3540279142345257,7.0,2.0,0.842948717948718,35
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
17.0,265.0,15.588235294117647,4.539622641509434,0.09389285714285714,0.4022727272727273,0.0,2.0,0.7132075471698113,10
6.0,66.0,11.0,4.318181818181818,-0.2552,0.45,0.0,2.0,0.6363636363636364,4
37.0,655.0,17.7027027027027,5.180152671755725,0.17894166666666667,0.34469238388729906,0.0,3.0,0.8870229007633588,29
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
2.0,47.0,23.5,5.0212765957446805,-0.34725,0.475,0.0,3.0,0.7659574468085106,2
108.0,1142.0,10.574074074074074,4.949211908931699,0.19188860759493673,0.5660741273378632,1.0,3.0,0.702276707530648,27
1.0,24.0,24.0,4.75,-0.9095,0.42500000000000004,0.0,1.0,0.125,1
45.0,584.0,12.977777777777778,4.291095890410959,0.07683170731707317,0.4417332551707553,6.0,3.0,0.7962328767123288,22
50.0,830.0,16.6,4.571084337349397,0.01894666666666667,0.3547478416122483,1.0,3.0,0.880722891566265,43
22.0,342.0,15.545454545454545,4.277777777777778,0.09691,0.38166666666666665,0.0,3.0,0.7485380116959064,14
13.0,254.0,19.53846153846154,4.877952755905512,-0.41124285714285713,0.5063368055555556,1.0,3.0,0.8346456692913385,8
103.0,1412.0,13.70873786407767,4.7627478753541075,0.22942716049382716,0.3832561827611332,7.0,3.0,0.8526912181303116,56
37.0,417.0,11.27027027027027,4.172661870503597,0.2139578947368421,0.4905136268343816,3.0,3.0,0.8225419664268585,23
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
79.0,1117.0,14.139240506329115,4.170993733213966,0.07607285714285714,0.41021655593084133,4.0,4.0,0.8218442256042973,63
30.0,424.0,14.133333333333333,4.316037735849057,0.08622857142857143,0.4501322751322753,0.0,4.0,0.8325471698113207,20
10.0,136.0,13.6,4.977941176470588,-0.048699999999999986,0.33269230769230773,0.0,2.0,0.7647058823529411,5
21.0,521.0,24.80952380952381,5.074856046065259,0.18819523809523814,0.40726495726495726,0.0,4.0,0.8464491362763915,26
3.0,100.0,33.333333333333336,5.26,-0.11869999999999999,0.125,0.0,2.0,0.85,2
61.0,758.0,12.426229508196721,4.637203166226913,-0.1966,0.48026785714285714,1.0,3.0,0.7770448548812665,24
50.0,746.0,14.92,4.753351206434316,0.05908297872340426,0.39910299003322264,2.0,2.0,0.8351206434316354,43
59.0,1106.0,18.74576271186441,4.401446654611211,0.20742641509433968,0.41636546184738943,0.0,3.0,0.9195298372513563,57
16.0,251.0,15.6875,4.4063745019920315,0.20089333333333328,0.4663218390804597,0.0,2.0,0.8167330677290837,12
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
37.0,436.0,11.783783783783784,4.236238532110092,0.07698181818181818,0.42329598506069094,0.0,2.0,0.7889908256880734,20
8.0,145.0,18.125,4.710344827586207,-0.0957125,0.44166666666666665,0.0,1.0,0.7655172413793103,6
20.0,427.0,21.35,4.9156908665105385,-0.2896444444444444,0.5038451744334097,0.0,2.0,0.7962529274004684,15
54.0,1101.0,20.38888888888889,5.239782016348774,0.1547096153846154,0.3876730474386724,3.0,3.0,0.8864668483197093,50
42.0,758.0,18.047619047619047,4.515831134564643,0.07775641025641027,0.44809884559884544,4.0,4.0,0.895778364116095,43
35.0,634.0,18.114285714285714,4.864353312302839,-0.01975,0.44835450781102965,4.0,5.0,0.8485804416403786,26
32.0,704.0,22.0,4.717329545454546,0.15100666666666662,0.47430260047281325,2.0,3.0,0.8863636363636364,33
1.0,24.0,24.0,4.75,-0.9095,0.42500000000000004,0.0,1.0,0.125,1
30.0,395.0,13.166666666666666,5.69873417721519,0.24813,0.5440864917395529,1.0,3.0,0.8835443037974684,18
41.0,810.0,19.75609756097561,5.012345679012346,-0.04576315789473686,0.3028841607565012,3.0,2.0,0.8679012345679012,31
178.0,2042.0,11.47191011235955,4.235553379040157,0.034408280254777074,0.5030627928313115,11.0,4.0,0.8109696376101861,93
1.0,15.0,15.0,4.466666666666667,0.2481,0.75,0.0,0.0,0.2,1
2.0,17.0,8.5,4.235294117647059,0.0,0.0,0.0,1.0,0.7058823529411765,1
14.0,223.0,15.928571428571429,4.677130044843049,0.18845384615384614,0.5640873015873015,0.0,2.0,0.8161434977578476,14
55.0,767.0,13.945454545454545,4.970013037809648,0.27709374999999997,0.46805755972422625,5.0,2.0,0.848761408083442,43
20.0,291.0,14.55,4.216494845360825,0.0804875,0.32013888888888886,3.0,2.0,0.7697594501718213,6
25.0,650.0,26.0,4.816923076923077,-0.0746695652173913,0.34083011583011585,4.0,3.0,0.8507692307692307,17
50.0,912.0,18.24,4.972587719298246,0.10127826086956525,0.5004272783493562,9.0,3.0,0.8991228070175439,35
26.0,435.0,16.73076923076923,4.103448275862069,0.07617619047619047,0.503525641025641,0.0,3.0,0.8367816091954023,23
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
34.0,799.0,23.5,4.735919899874844,-0.06521515151515152,0.49311106047948133,3.0,3.0,0.8160200250312891,40
13.0,88.0,6.769230769230769,4.318181818181818,-0.0976125,0.46759259259259256,0.0,2.0,0.5340909090909091,1
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
9.0,227.0,25.22222222222222,5.233480176211454,-0.1017888888888889,0.35516666666666663,0.0,3.0,0.8854625550660793,10
2.0,17.0,8.5,4.235294117647059,0.0,0.0,0.0,1.0,0.7058823529411765,1
19.0,344.0,18.105263157894736,4.1395348837209305,0.5700764705882353,0.5204887218045112,1.0,2.0,0.877906976744186,14
28.0,313.0,11.178571428571429,4.814696485623003,0.23693749999999997,0.34238095238095245,2.0,3.0,0.7284345047923323,12
1.0,24.0,24.0,4.75,-0.9095,0.42500000000000004,0.0,1.0,0.125,1
1.0,26.0,26.0,4.961538461538462,-0.8555,0.5111111111111111,0.0,1.0,0.9230769230769231,1
35.0,639.0,18.257142857142856,4.582159624413146,-0.07100344827586207,0.35568181818181815,2.0,3.0,0.8184663536776213,33
41.0,1143.0,27.878048780487806,5.321959755030621,-0.00816571428571429,0.3625621600621599,2.0,2.0,0.8757655293088364,45
68.0,1028.0,15.117647058823529,4.4815175097276265,0.12499230769230771,0.412788208168643,14.0,2.0,0.811284046692607,52
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
30.0,469.0,15.633333333333333,4.223880597014926,0.21996666666666667,0.48838141025641024,2.0,3.0,0.8315565031982942,22
30.0,426.0,14.2,4.464788732394366,0.10497333333333332,0.45566326530612256,4.0,2.0,0.8098591549295775,15
21.0,298.0,14.19047619047619,4.47986577181208,0.26434705882352943,0.45935828877005325,4.0,2.0,0.7953020134228188,9
51.0,700.0,13.72549019607843,4.231428571428571,-0.0569530612244898,0.389573732718894,3.0,3.0,0.86,44
55.0,135.0,2.4545454545454546,5.607407407407408,-0.01858,0.38423005565862706,0.0,2.0,0.362962962962963,0
18.0,310.0,17.22222222222222,4.95483870967742,-0.13779230769230771,0.2914814814814815,0.0,2.0,0.7935483870967742,10
30.0,549.0,18.3,4.7723132969034605,0.1952428571428571,0.46067728567728566,0.0,3.0,0.8724954462659381,23
43.0,843.0,19.6046511627907,4.809015421115065,0.13247105263157896,0.4536597316448062,2.0,3.0,0.8398576512455516,35
11.0,198.0,18.0,4.409090909090909,-0.1730625,0.5405702992659515,2.0,2.0,0.8282828282828283,11
1.0,15.0,15.0,4.466666666666667,0.2481,0.75,0.0,0.0,0.2,1
50.0,899.0,17.98,4.876529477196885,-0.17552553191489365,0.3615018073713725,1.0,2.0,0.8765294771968855,40
126.0,1747.0,13.865079365079366,4.912421293646251,0.19834375,0.480129400514016,1.0,3.0,0.800801373783629,85
30.0,732.0,24.4,4.831967213114754,-0.14940357142857144,0.27614155251141553,0.0,2.0,0.7896174863387978,27
181.0,2728.0,15.07182320441989,4.830278592375366,0.14792753623188407,0.4172831050228311,14.0,4.0,0.7236070381231672,99
41.0,757.0,18.463414634146343,4.071334214002642,-0.06494736842105263,0.4838771310993533,1.0,2.0,0.8626155878467635,41
20.0,443.0,22.15,5.135440180586907,0.4091055555555556,0.3334564128681777,1.0,2.0,0.7607223476297968,27
16.0,326.0,20.375,4.748466257668712,0.19134666666666664,0.45249615975422425,1.0,2.0,0.7852760736196319,10
27.0,512.0,18.962962962962962,5.2265625,0.0027461538461538426,0.3522435897435897,1.0,2.0,0.841796875,20
27.0,279.0,10.333333333333334,4.724014336917563,0.43996,0.529615482556659,4.0,2.0,0.7634408602150538,14
18.0,462.0,25.666666666666668,4.3354978354978355,-0.04210625,0.4411183816183815,1.0,2.0,0.8376623376623377,18
20.0,509.0,25.45,5.066797642436149,0.19760500000000003,0.40726495726495726,0.0,4.0,0.8585461689587426,26
1.0,15.0,15.0,4.466666666666667,0.2481,0.75,0.0,0.0,0.2,1
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
65.0,895.0,13.76923076923077,4.359776536312849,0.1623047619047619,0.36472371967654993,8.0,3.0,0.8346368715083798,56
7.0,193.0,27.571428571428573,5.383419689119171,-0.08914999999999997,0.2833333333333333,0.0,2.0,0.8652849740932642,17
26.0,437.0,16.807692307692307,4.62929061784897,0.08195416666666668,0.2970238095238095,1.0,2.0,0.816933638443936,21
1.0,28.0,28.0,4.178571428571429,0.2263,0.0,0.0,1.0,0.8928571428571429,1
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
21.0,387.0,18.428571428571427,4.987080103359173,-0.19205555555555556,0.4788299663299662,1.0,3.0,0.8320413436692506,22
1.0,24.0,24.0,4.75,-0.9095,0.42500000000000004,0.0,1.0,0.125,1
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
5.0,64.0,12.8,4.296875,-0.03875000000000001,0.7999999999999999,0.0,2.0,0.78125,2
1.0,15.0,15.0,4.466666666666667,0.2481,0.75,0.0,0.0,0.2,1
17.0,311.0,18.294117647058822,4.964630225080386,-0.3038235294117647,0.5635182998819364,0.0,4.0,0.8553054662379421,17
6.0,52.0,8.666666666666666,4.634615384615385,-0.19015,0.1,0.0,2.0,0.6730769230769231,3
45.0,891.0,19.8,4.94949494949495,0.11493414634146343,0.3870236570940795,4.0,3.0,0.8855218855218855,37
15.0,377.0,25.133333333333333,4.856763925729443,0.05902142857142857,0.3532777777777778,2.0,3.0,0.9151193633952255,13
13.0,239.0,18.384615384615383,5.364016736401673,0.03667142857142858,0.5446969696969697,6.0,1.0,0.7907949790794979,9
91.0,1507.0,16.560439560439562,4.560716655607167,0.10127250000000002,0.42969092195282654,7.0,3.0,0.8500331785003318,72
2.0,17.0,8.5,4.235294117647059,0.0,0.0,0.0,1.0,0.7058823529411765,1
11.0,126.0,11.454545454545455,5.0476190476190474,0.14158571428571426,0.5283333333333332,0.0,2.0,0.6666666666666666,5
25.0,529.0,21.16,4.9243856332703215,0.07432173913043479,0.4307212334990112,1.0,3.0,0.8979206049149339,23
56.0,1095.0,19.553571428571427,4.76986301369863,-0.22751153846153846,0.4391606316839962,6.0,4.0,0.9059360730593607,59
34.0,667.0,19.61764705882353,5.110944527736132,0.12444838709677422,0.37363115279781944,1.0,2.0,0.8590704647676162,31
40.0,620.0,15.5,4.693548387096774,-0.04658529411764706,0.48048654244306416,0.0,3.0,0.8096774193548387,27
53.0,789.0,14.88679245283019,4.318124207858048,-0.03032444444444445,0.49219576719576724,3.0,2.0,0.8187579214195184,35
35.0,450.0,12.857142857142858,4.242222222222222,0.07126111111111111,0.4284467120181406,4.0,2.0,0.8,21
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
1.0,23.0,23.0,4.3478260869565215,-0.1027,0.05,0.0,0.0,0.43478260869565216,1
22.0,444.0,20.181818181818183,4.7725225225225225,0.10601052631578949,0.4599099099099099,1.0,4.0,0.8130630630630631,29
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
42.0,506.0,12.047619047619047,4.962450592885376,0.5007578947368421,0.49999711399711394,2.0,2.0,0.8853754940711462,22
6.0,61.0,10.166666666666666,4.868852459016393,0.06433333333333335,0.5666666666666667,0.0,2.0,0.7704918032786885,9
63.0,1174.0,18.634920634920636,4.928449744463373,0.031999999999999994,0.3605759273406332,11.0,2.0,0.8603066439522998,60
1.0,24.0,24.0,4.75,-0.9095,0.42500000000000004,0.0,1.0,0.125,1
8.0,222.0,27.75,4.463963963963964,-0.0748,0.49253787878787875,0.0,3.0,0.8288288288288288,12
73.0,1260.0,17.26027397260274,4.7103174603174605,-0.05502083333333333,0.44307581898007425,1.0,2.0,0.8126984126984127,63
11.0,209.0,19.0,5.267942583732057,-0.09245999999999999,0.3189444444444444,0.0,3.0,0.8086124401913876,7
9.0,104.0,11.555555555555555,4.769230769230769,0.2129,0.5190476190476191,0.0,2.0,0.625,3
21.0,336.0,16.0,4.3125,-0.16343333333333335,0.5319875776397517,1.0,2.0,0.8095238095238095,17
2.0,17.0,8.5,4.235294117647059,0.0,0.0,0.0,1.0,0.7058823529411765,1
21.0,263.0,12.523809523809524,4.532319391634981,-0.06413333333333333,0.37405730234677603,3.0,2.0,0.7490494296577946,8
79.0,1369.0,17.329113924050635,4.102264426588751,0.08083076923076925,0.3799894291754757,4.0,2.0,0.8787436084733382,71
1.0,23.0,23.0,4.3478260869565215,-0.1027,0.05,0.0,0.0,0.43478260869565216,1
52.0,623.0,11.98076923076923,4.990369181380418,-0.13278333333333334,0.4137522461814915,0.0,3.0,0.8828250401284109,36
3.0,32.0,10.666666666666666,4.1875,-0.7365666666666667,0.29285714285714287,0.0,1.0,0.9375,2
1.0,33.0,33.0,4.393939393939394,0.0,0.3333333333333333,0.0,0.0,0.696969696969697,1
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
102.0,1637.0,16.04901960784314,4.858888210140501,0.11042717391304348,0.36345377332219436,1.0,5.0,0.8210140500916311,67
15.0,258.0,17.2,4.496124031007752,-0.10504444444444444,0.4824074074074074,0.0,2.0,0.7558139534883721,6
1.0,24.0,24.0,4.75,-0.9095,0.42500000000000004,0.0,1.0,0.125,1
72.0,1769.0,24.569444444444443,5.057659694742792,-0.2297671875,0.508686735075624,17.0,5.0,0.851328434143584,56
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
82.0,1182.0,14.414634146341463,4.200507614213198,-0.08368157894736843,0.48061464397671283,3.0,3.0,0.7876480541455161,62
8.0,130.0,16.25,5.276923076923077,-0.4530571428571429,0.6416666666666666,0.0,2.0,0.8153846153846154,4
14.0,197.0,14.071428571428571,5.00507614213198,0.12546923076923078,0.611764705882353,0.0,2.0,0.8527918781725888,13
2.0,17.0,8.5,4.235294117647059,0.0,0.0,0.0,1.0,0.7058823529411765,1
52.0,759.0,14.596153846153847,5.520421607378129,0.011248936170212774,0.42070153920153935,0.0,4.0,0.8511198945981555,32
2.0,22.0,11.0,4.181818181818182,0.0,0.5176666666666666,0.0,1.0,0.8181818181818182,2
12.0,249.0,20.75,4.93574297188755,-0.08195,0.21083333333333334,0.0,3.0,0.8674698795180723,14
10.0,175.0,17.5,4.485714285714286,-0.022637500000000005,0.4652777777777779,3.0,2.0,0.7828571428571428,6
28.0,290.0,10.357142857142858,5.1931034482758625,0.15893571428571426,0.3688725490196079,1.0,3.0,0.7482758620689656,13
61.0,965.0,15.819672131147541,5.247668393782384,-0.23900217391304351,0.4339487626801059,1.0,3.0,0.7823834196891192,31
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
30.0,424.0,14.133333333333333,4.316037735849057,0.08622857142857143,0.4501322751322753,0.0,4.0,0.8325471698113207,20
56.0,1053.0,18.803571428571427,4.925925925925926,0.23298461538461537,0.3594605780022446,4.0,4.0,0.8271604938271605,40
27.0,625.0,23.14814814814815,5.2016,-0.01351923076923078,0.346384479717813,4.0,2.0,0.808,30
49.0,658.0,13.428571428571429,4.9650455927051675,0.3542464285714285,0.5167912895185623,1.0,2.0,0.7735562310030395,19
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
34.0,333.0,9.794117647058824,4.591591591591592,0.09563636363636362,0.6384755291005291,0.0,2.0,0.6546546546546547,18
15.0,175.0,11.666666666666666,4.805714285714286,0.03182,0.3489744382601525,2.0,2.0,0.6514285714285715,4
10.0,290.0,29.0,4.775862068965517,-0.29957,0.2500517598343686,2.0,2.0,0.9379310344827586,13
10.0,178.0,17.8,4.842696629213483,-0.07803333333333334,0.1660714285714286,2.0,2.0,0.8258426966292135,8
29.0,542.0,18.689655172413794,4.350553505535055,-0.03069615384615385,0.3677178030303031,3.0,2.0,0.8487084870848709,24
12.0,81.0,6.75,5.148148148148148,0.12715714285714283,0.3,1.0,2.0,0.48148148148148145,1
82.0,825.0,10.060975609756097,5.0,0.2467295081967213,0.5432738902888152,1.0,2.0,0.6921212121212121,22
103.0,1405.0,13.640776699029127,4.765124555160142,0.22828148148148147,0.37832655559928285,7.0,3.0,0.8562277580071175,56
39.0,590.0,15.128205128205128,4.371186440677966,0.30728108108108104,0.5072519841269841,1.0,3.0,0.8745762711864407,35
33.0,585.0,17.727272727272727,4.420512820512821,0.08366153846153845,0.43974102729421877,0.0,2.0,0.8188034188034188,22
1.0,23.0,23.0,4.3478260869565215,-0.1027,0.05,0.0,0.0,0.43478260869565216,1
17.0,401.0,23.58823529411765,5.403990024937656,0.29500000000000004,0.2514625850340136,0.0,3.0,0.8528678304239401,12
10.0,115.0,11.5,4.765217391304348,0.2959333333333334,0.3183673469387755,0.0,2.0,0.5826086956521739,5
14.0,251.0,17.928571428571427,4.633466135458168,-0.252725,0.40295104895104905,1.0,2.0,0.7649402390438247,11
18.0,299.0,16.61111111111111,4.729096989966555,-0.12160666666666667,0.3557619047619048,0.0,3.0,0.7157190635451505,10
19.0,446.0,23.473684210526315,4.746636771300448,0.3158722222222222,0.4441184807256235,2.0,4.0,0.8295964125560538,18
119.0,1753.0,14.731092436974789,4.6885339418140335,0.0015089285714285766,0.44142169558836236,2.0,4.0,0.8311466058185967,99
1.0,23.0,23.0,4.3478260869565215,-0.1027,0.05,0.0,0.0,0.43478260869565216,1
14.0,259.0,18.5,4.447876447876448,0.3834818181818182,0.4896745230078563,1.0,2.0,0.7760617760617761,9
1.0,41.0,41.0,4.2439024390243905,-0.3182,0.45777777777777773,0.0,2.0,0.6585365853658537,1
8.0,145.0,18.125,4.896551724137931,-0.3315125,0.41404761904761905,0.0,1.0,0.8275862068965517,3
1.0,23.0,23.0,4.3478260869565215,-0.1027,0.05,0.0,0.0,0.43478260869565216,1
3.0,28.0,9.333333333333334,4.071428571428571,0.058633333333333336,0.6125,0.0,1.0,0.8928571428571429,1
8.0,200.0,25.0,4.68,-0.30908571428571424,0.3822916666666667,2.0,2.0,0.895,6
61.0,902.0,14.78688524590164,4.587583148558759,0.05244406779661018,0.4951310372633902,5.0,3.0,0.8425720620842572,43
9.0,79.0,8.777777777777779,4.455696202531645,0.19424999999999998,0.6731481481481482,0.0,2.0,0.5949367088607594,3
69.0,1177.0,17.057971014492754,5.020390824129142,-0.16714307692307692,0.31528617074535437,0.0,3.0,0.8844519966015293,51
1.0,24.0,24.0,4.75,-0.9095,0.42500000000000004,0.0,1.0,0.125,1
54.0,840.0,15.555555555555555,4.661904761904762,-0.07866666666666668,0.3918884220354808,0.0,4.0,0.8297619047619048,35
30.0,919.0,30.633333333333333,4.997823721436344,0.19322068965517245,0.33707184628237263,4.0,2.0,0.8694232861806311,38
15.0,282.0,18.8,4.6879432624113475,0.12014999999999999,0.39533333333333337,1.0,2.0,0.7907801418439716,15
13.0,202.0,15.538461538461538,4.430693069306931,0.08266,0.38100404040404035,1.0,3.0,0.8415841584158416,15
9.0,195.0,21.666666666666668,5.087179487179487,0.05213333333333334,0.25351204351204354,2.0,3.0,0.8358974358974359,10
30.0,627.0,20.9,5.039872408293461,-0.06102307692307692,0.44430171277997366,2.0,3.0,0.8516746411483254,27
42.0,745.0,17.738095238095237,4.381208053691275,0.13589250000000003,0.44329172392552657,1.0,4.0,0.8469798657718121,38
58.0,943.0,16.25862068965517,4.721102863202545,0.03197037037037037,0.36341636057545135,4.0,3.0,0.8356309650053022,51
2.0,47.0,23.5,4.48936170212766,0.1366,0.46071428571428574,0.0,1.0,0.851063829787234,1
65.0,1371.0,21.092307692307692,4.544857768052516,0.02658730158730159,0.3865043640286357,3.0,3.0,0.8431801604668125,65
1.0,29.0,29.0,4.241379310344827,-0.1531,0.5,0.0,1.0,0.8620689655172413,1
2.0,25.0,12.5,5.96,0.3454,0.9,0.0,1.0,0.08,1
1.0,24.0,24.0,4.75,-0.9095,0.42500000000000004,0.0,1.0,0.125,1
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
54.0,863.0,15.981481481481481,4.637311703360371,0.11862264150943395,0.48350748867990245,0.0,3.0,0.8864426419466975,44
35.0,701.0,20.02857142857143,4.580599144079886,-0.09912424242424243,0.4132807668521954,1.0,3.0,0.8630527817403709,32
7.0,92.0,13.142857142857142,5.141304347826087,-0.102375,0.497964997964998,0.0,2.0,0.75,2
21.0,295.0,14.047619047619047,4.406779661016949,0.2446894736842105,0.5103298611111112,0.0,2.0,0.8135593220338984,14
20.0,447.0,22.35,4.966442953020135,0.18518947368421051,0.3615995115995116,1.0,3.0,0.7919463087248322,18
69.0,1083.0,15.695652173913043,4.43213296398892,0.14373898305084748,0.47530525030525034,0.0,3.0,0.8328716528162512,45
13.0,415.0,31.923076923076923,4.183132530120482,0.31046923076923083,0.33125000000000004,0.0,2.0,0.8939759036144578,19
16.0,409.0,25.5625,5.342298288508557,0.12115333333333335,0.3786412512218964,3.0,2.0,0.823960880195599,15
20.0,236.0,11.8,4.021186440677966,0.2952222222222222,0.45683776540919385,0.0,2.0,0.8516949152542372,16
13.0,246.0,18.923076923076923,4.788617886178862,0.05538181818181818,0.4709150326797385,0.0,2.0,0.8536585365853658,9
18.0,237.0,13.166666666666666,4.556962025316456,-0.224425,0.5002380952380953,2.0,2.0,0.7932489451476793,9
1.0,24.0,24.0,4.75,-0.9095,0.42500000000000004,0.0,1.0,0.125,1
1.0,24.0,24.0,4.75,-0.9095,0.42500000000000004,0.0,1.0,0.125,1
10.0,259.0,25.9,5.065637065637065,-0.03338999999999999,0.49410173160173165,1.0,3.0,0.8532818532818532,15
10.0,310.0,31.0,5.106451612903226,-0.04050999999999998,0.2365942028985507,3.0,4.0,0.867741935483871,10
19.0,504.0,26.526315789473685,5.037698412698413,0.4482058823529411,0.32302052785923746,0.0,2.0,0.8452380952380952,20
15.0,245.0,16.333333333333332,5.43265306122449,0.23043333333333335,0.27884615384615385,2.0,2.0,0.7714285714285715,8
158.0,2992.0,18.936708860759495,4.752673796791444,0.039010067114093966,0.4135035338720596,15.0,4.0,0.8823529411764706,142
29.0,668.0,23.03448275862069,5.050898203592815,0.04238500000000002,0.5010976190476191,1.0,3.0,0.7769461077844312,21
2.0,22.0,11.0,4.181818181818182,-0.6303000000000001,1.0,0.0,0.0,0.22727272727272727,2
4.0,48.0,12.0,4.5,0.13396666666666665,0.24007936507936506,0.0,0.0,0.8333333333333334,2
8.0,184.0,23.0,5.2228260869565215,-0.1340625,0.4855384199134199,0.0,3.0,0.9021739130434783,7
56.0,1102.0,19.678571428571427,4.777676950998185,-0.22017884615384617,0.4425017369461814,6.0,4.0,0.9010889292196007,59
53.0,1097.0,20.69811320754717,4.62351868732908,0.149662,0.44699023199023197,5.0,6.0,0.9243391066545124,57
4.0,106.0,26.5,4.386792452830188,0.29355,0.5428571428571428,0.0,1.0,0.839622641509434,3
26.0,702.0,27.0,4.787749287749287,0.16531153846153845,0.4491780045351474,2.0,3.0,0.8376068376068376,28
13.0,234.0,18.0,4.726495726495727,0.23023636363636368,0.5131428571428571,0.0,3.0,0.6452991452991453,14
97.0,1765.0,18.195876288659793,4.562606232294618,-0.07390410958904109,0.376378559711893,0.0,3.0,0.8594900849858357,89
10.0,223.0,22.3,4.829596412556054,-0.335175,0.33452380952380956,0.0,2.0,0.874439461883408,9
20.0,443.0,22.15,5.135440180586907,0.4091055555555556,0.3334564128681777,1.0,2.0,0.7607223476297968,27
1.0,28.0,28.0,3.75,0.0,0.55,0.0,2.0,0.35714285714285715,1
59.0,1070.0,18.135593220338983,4.859813084112149,-0.10131071428571427,0.40688820982938634,4.0,3.0,0.8607476635514019,44
52.0,895.0,17.21153846153846,4.334078212290502,0.08911276595744681,0.4275029917998666,3.0,2.0,0.8770949720670391,37
13.0,84.0,6.461538461538462,4.523809523809524,-0.12582857142857143,0.4472222222222222,0.0,2.0,0.4880952380952381,4
15.0,248.0,16.533333333333335,4.637096774193548,-0.13562222222222223,0.5212885154061625,1.0,2.0,0.7620967741935484,9
2.0,32.0,16.0,4.90625,-0.395,0.0,0.0,1.0,0.96875,1
20.0,151.0,7.55,4.748344370860927,0.18841249999999998,0.35925925925925933,2.0,2.0,0.7086092715231788,2
6.0,56.0,9.333333333333334,4.375,-0.205475,0.0,0.0,1.0,0.625,2
45.0,1047.0,23.266666666666666,5.369627507163324,0.36593333333333333,0.4533954819127233,0.0,5.0,0.8271251193887297,39
1.0,23.0,23.0,4.3478260869565215,-0.1027,0.05,0.0,0.0,0.43478260869565216,1
4.0,43.0,10.75,4.4186046511627906,-0.209675,0.13333333333333333,1.0,1.0,0.7906976744186046,1
141.0,2337.0,16.574468085106382,4.838682071031236,-0.1639969230769231,0.3664646464646465,9.0,3.0,0.79204107830552,150
48.0,933.0,19.4375,4.530546623794212,-0.20257428571428573,0.46207264957264965,3.0,3.0,0.8242229367631297,40
38.0,729.0,19.18421052631579,4.711934156378601,-0.044888888888888895,0.39112838915470494,7.0,2.0,0.840877914951989,33
